protein1	protein2	organism1	organism2	org1.taxid	org2.taxid
Q1HVJ0	Q9UDY4	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
Q1K9H5	Q9UDY4	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
Q99IB8	Q9UDY4	Hepatitis C virus JFH-1	Homo sapiens	356411	9606
A0A024B7W1	Q9UEE9	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
F5HB53	Q9UEE9	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
F5HGT1	Q9UEE9	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
F7V998	Q9UEE9	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
Q32ZE1	Q9UEE9	Zika virus	Homo sapiens	64320	9606
YP_009227196	Q9UEG4	Zika virus	Homo sapiens	64320	9606
F5HBC6	Q9UER7	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
NP_579883	Q9UER7	Human immunodeficiency virus 1	Homo sapiens	11676	9606
NP_739591	Q9UER7	Dengue virus 2	Homo sapiens	11060	9606
P03243	Q9UER7	Human adenovirus 5	Homo sapiens	28285	9606
P03244	Q9UER7	Human adenovirus 2	Homo sapiens	10515	9606
P03324	Q9UER7	UR2 sarcoma virus	Homo sapiens	354090	9606
P04491	Q9UER7	Human adenovirus 12	Homo sapiens	28282	9606
P27313	Q9UER7	Puumala virus sotkamo/v-2969/81	Homo sapiens	39002	9606
Q1HVJ0	Q9UER7	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
Q9QR71	Q9UER7	Human herpesvirus 8 strain GK18	Homo sapiens	868565	9606
M0QVI9	Q9UF33	Human adenovirus 43	Homo sapiens	46938	9606
Q6SW70	Q9UFF9	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
B4URF0	Q9UFG5	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
F5HC33	Q9UFG5	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
F7V995	Q9UFG5	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
P29991	Q9UFG5	Dengue virus 2 16681-PDK53	Homo sapiens	31635	9606
Q6SW81	Q9UFG5	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
YP_009227196	Q9UFG5	Zika virus	Homo sapiens	64320	9606
P03430	Q9UG63	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P03452	Q9UG63	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P03468	Q9UG63	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P03496	Q9UG63	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P05780	Q9UG63	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P06821	Q9UG63	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
YP_009227203	Q9UGJ1	Zika virus	Homo sapiens	64320	9606
Q69027	Q9UGM5	Hepatitis B virus C/ayr human/Japan/Okamoto	Homo sapiens	928302	9606
M0QUZ1	Q9UGN4	Human adenovirus 47	Homo sapiens	46942	9606
P29996	Q9UGN4	Hepatitis delta virus (ISOLATE D380)	Homo sapiens	31762	9606
NP_705926	Q9UGP4	Human immunodeficiency virus 1	Homo sapiens	11676	9606
NP_789740	Q9UGP4	Human immunodeficiency virus 1	Homo sapiens	11676	9606
B9UPF3	Q9UGP8	Human papillomavirus type 11	Homo sapiens	10580	9606
G3CKS7	Q9UGP8	Human gammaherpesvirus 4	Homo sapiens	10376	9606
Q1K9H5	Q9UGP8	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
YP_009227196	Q9UGP8	Zika virus	Homo sapiens	64320	9606
YP_009227203	Q9UGP8	Zika virus	Homo sapiens	64320	9606
YP_009227196	Q9UGR2	Zika virus	Homo sapiens	64320	9606
NP_579881	Q9UGY1	Human immunodeficiency virus 1	Homo sapiens	11676	9606
B9UPF3	Q9UH62	Human papillomavirus type 11	Homo sapiens	10580	9606
P05780	Q9UH62	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P06460	Q9UH62	Human papillomavirus type 6b	Homo sapiens	10600	9606
Q2Q067	Q9UH92	Human T-cell leukemia virus type I	Homo sapiens	11908	9606
P88951	Q9UH99	Human herpesvirus 8 type M	Homo sapiens	435895	9606
YP_009227196	Q9UH99	Zika virus	Homo sapiens	64320	9606
YP_009227200	Q9UH99	Zika virus	Homo sapiens	64320	9606
YP_009227203	Q9UH99	Zika virus	Homo sapiens	64320	9606
A0A024B7W1	Q9UHB7	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
P03427	Q9UHB7	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P04608	Q9UHB7	HIV-1 M:B_HXB2R	Homo sapiens	11706	9606
P15682	Q9UHB7	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
V9LLT8	Q9UHB7	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
YP_009227205	Q9UHB7	Zika virus	Homo sapiens	64320	9606
NP_040313	Q9UHB9	Alphapapillomavirus 7	Homo sapiens	337042	9606
Q8JSN5	Q9UHC1	Influenza A virus (A/Paris/908/97(H3N2))	Homo sapiens	158611	9606
G3CKS7	Q9UHC7	Human gammaherpesvirus 4	Homo sapiens	10376	9606
P29990	Q9UHD1	Dengue virus 2 Thailand/16681/84	Homo sapiens	31634	9606
Q6SWD3	Q9UHD1	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
NP_751923	Q9UHD4	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
G3CKS7	Q9UHD8	Human gammaherpesvirus 4	Homo sapiens	10376	9606
YP_009227201	Q9UHD9	Zika virus	Homo sapiens	64320	9606
YP_009227203	Q9UHD9	Zika virus	Homo sapiens	64320	9606
YP_009227204	Q9UHD9	Zika virus	Homo sapiens	64320	9606
P03230	Q9UHF1	Human herpesvirus 4 strain B95-8	Homo sapiens	10377	9606
P04578	Q9UHF1	HIV-1 M:B_HXB2R	Homo sapiens	11706	9606
P0CK48	Q9UHF1	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
Q1HVB3	Q9UHF1	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
Q9WMX2	Q9UHF1	Hepatitis C virus (isolate Con1)	Homo sapiens	333284	9606
NP_705926	Q9UHF7	Human immunodeficiency virus 1	Homo sapiens	11676	9606
B9UPF3	Q9UHG3	Human papillomavirus type 11	Homo sapiens	10580	9606
Q1K9H5	Q9UHG3	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
Q77M19	Q9UHG3	Measles virus strain Schwarz	Homo sapiens	132487	9606
A0A288CFT1	Q9UHI6	HIV-1 M:B_HXB2R	Homo sapiens	11706	9606
P05780	Q9UHI6	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
Q20MH8	Q9UHI6	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
Q69022	Q9UHI6	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
Q69140	Q9UHI6	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
Q9WMX2	Q9UHI6	Hepatitis C virus (isolate Con1)	Homo sapiens	333284	9606
YP_009227196	Q9UHI6	Zika virus	Homo sapiens	64320	9606
YP_009227205	Q9UHI6	Zika virus	Homo sapiens	64320	9606
B9UPF3	Q9UHL4	Human papillomavirus type 11	Homo sapiens	10580	9606
NP_803144	Q9UHL4	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
P0CK50	Q9UHL4	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
P0CK57	Q9UHL4	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
Q69117	Q9UHL4	Human gammaherpesvirus 4	Homo sapiens	10376	9606
Q9WMX2	Q9UHL4	Hepatitis C virus (isolate Con1)	Homo sapiens	333284	9606
P29996	Q9UHP7	Hepatitis delta virus (ISOLATE D380)	Homo sapiens	31762	9606
A0A024B7W1	Q9UHQ4	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
P03433	Q9UHQ4	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
Q32ZE1	Q9UHQ4	Zika virus	Homo sapiens	64320	9606
Q9WB91	Q9UHQ9	HIV-1 M:B_HXB2R	Homo sapiens	11706	9606
A0A218M2D5	Q9UHR5	Lymphocytic choriomeningitis virus (strain Armstrong)	Homo sapiens	11624	9606
Q9QLP4	Q9UHR5	Human papillomavirus type 6	Homo sapiens	31552	9606
A0A0C7TUY8	Q9UHV2	Human gammaherpesvirus 4	Homo sapiens	10376	9606
NP_803144	Q9UHV2	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
YP_401725	Q9UHV2	Human gammaherpesvirus 4	Homo sapiens	10376	9606
NP_803170	Q9UHV9	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
Q69117	Q9UHV9	Human gammaherpesvirus 4	Homo sapiens	10376	9606
YP_009227199	Q9UHV9	Zika virus	Homo sapiens	64320	9606
YP_009227196	Q9UHW5	Zika virus	Homo sapiens	64320	9606
A0A218M2D5	Q9UHX1	Lymphocytic choriomeningitis virus (strain Armstrong)	Homo sapiens	11624	9606
P88991	Q9UHX1	Murid gammaherpesvirus 4	Homo sapiens	33708	9606
NP_040313	Q9UHY1	Alphapapillomavirus 7	Homo sapiens	337042	9606
NP_597740	Q9UHY1	Mupapillomavirus 1	Homo sapiens	334203	9606
NP_579894	Q9UI08	Human immunodeficiency virus 1	Homo sapiens	11676	9606
P05780	Q9UI10	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
Q20MH8	Q9UI10	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
Q32ZE1	Q9UI10	Zika virus	Homo sapiens	64320	9606
NP_040976	Q9UI14	Feline immunodeficiency virus	Homo sapiens	11673	9606
NP_056903	Q9UI14	Equine infectious anemia virus	Homo sapiens	11665	9606
NP_579895	Q9UI14	Human immunodeficiency virus 1	Homo sapiens	11676	9606
Q20MH8	Q9UI26	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
YP_009227203	Q9UI26	Zika virus	Homo sapiens	64320	9606
NP_579881	Q9UI30	Human immunodeficiency virus 1	Homo sapiens	11676	9606
NP_579881	Q9UI47	Human immunodeficiency virus 1	Homo sapiens	11676	9606
Q0A2H1	Q9UIA0	Influenza A virus (A/chicken/Scotland/1959(H5N1))	Homo sapiens	402527	9606
Q20MH4	Q9UIA0	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
R9WKI0	Q9UIA0	Influenza A virus (A/Puerto Rico/8-LVD3/1934(H1N1))	Homo sapiens	1343791	9606
O92835	Q9UIA9	Dengue virus 2	Homo sapiens	11060	9606
Q20MH8	Q9UIA9	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
D3JIT8	Q9UIB8	Human adenovirus 18	Homo sapiens	10528	9606
Q20MH8	Q9UID3	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
YP_009227196	Q9UIF9	Zika virus	Homo sapiens	64320	9606
A0A024B7W1	Q9UIG0	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
F5H9T4	Q9UIG0	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
F5HGC2	Q9UIG0	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
F5HGU6	Q9UIG0	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
F5HH39	Q9UIG0	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
F7V999	Q9UIG0	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
P29991	Q9UIG0	Dengue virus 2 16681-PDK53	Homo sapiens	31635	9606
Q32ZE1	Q9UIG0	Zika virus	Homo sapiens	64320	9606
Q6SWD3	Q9UIG0	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
YP_009227196	Q9UIG0	Zika virus	Homo sapiens	64320	9606
P88924	Q9UII4	Human herpesvirus 8 type M	Homo sapiens	435895	9606
YP_009227196	Q9UII4	Zika virus	Homo sapiens	64320	9606
P88911	Q9UIL1	Human herpesvirus 8 type M	Homo sapiens	435895	9606
YP_009227196	Q9UIQ6	Zika virus	Homo sapiens	64320	9606
YP_009227203	Q9UIQ6	Zika virus	Homo sapiens	64320	9606
P88937	Q9UIV1	Human herpesvirus 8 type M	Homo sapiens	435895	9606
Q6SW70	Q9UIV1	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
B9UPF3	Q9UJ14	Human papillomavirus type 11	Homo sapiens	10580	9606
F5H8R0	Q9UJ14	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
P06460	Q9UJ14	Human papillomavirus type 6b	Homo sapiens	10600	9606
P06461	Q9UJ14	Human papillomavirus type 6b	Homo sapiens	10600	9606
P06792	Q9UJ14	Human papillomavirus type 18	Homo sapiens	333761	9606
P06927	Q9UJ14	Human papillomavirus type 16	Homo sapiens	333760	9606
P0CK50	Q9UJ14	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
P0CK57	Q9UJ14	Epstein-barr virus strain ag876	Homo sapiens	82830	9606
Q6SW92	Q9UJ14	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
YP_009227196	Q9UJ14	Zika virus	Homo sapiens	64320	9606
YP_009227200	Q9UJ14	Zika virus	Homo sapiens	64320	9606
YP_009227203	Q9UJ14	Zika virus	Homo sapiens	64320	9606
Q20MD1	Q9UJ41	Influenza A virus (A/udorn/1972(H3N2))	Homo sapiens	385599	9606
P88947	Q9UJ70	Human herpesvirus 8 type M	Homo sapiens	435895	9606
H9XIJ5	Q9UJA3	Influenza A virus (A/Victoria/3/1975(H3N2))	Homo sapiens	392809	9606
YP_009227196	Q9UJA5	Zika virus	Homo sapiens	64320	9606
Q20MC6	Q9UJC3	Influenza A virus (A/udorn/1972(H3N2))	Homo sapiens	385599	9606
Q20MD1	Q9UJC3	Influenza A virus (A/udorn/1972(H3N2))	Homo sapiens	385599	9606
NP_803144	Q9UJF2	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
YP_009227205	Q9UJF2	Zika virus	Homo sapiens	64320	9606
NP_751928	Q9UJM8	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
B4URF7	Q9UJS0	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
O92835	Q9UJS0	Dengue virus 2	Homo sapiens	11060	9606
P03427	Q9UJS0	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P03452	Q9UJS0	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P05780	Q9UJS0	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
P06461	Q9UJS0	Human papillomavirus type 6b	Homo sapiens	10600	9606
P17389	Q9UJS0	Human papillomavirus type 31	Homo sapiens	10585	9606
P29990	Q9UJS0	Dengue virus 2 Thailand/16681/84	Homo sapiens	31634	9606
Q20MH8	Q9UJS0	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
Q77M19	Q9UJS0	Measles virus strain Schwarz	Homo sapiens	132487	9606
Q89268	Q9UJS0	Adeno-associated virus 2 Srivastava/1982	Homo sapiens	648242	9606
A0A218M2D5	Q9UJV9	Lymphocytic choriomeningitis virus (strain Armstrong)	Homo sapiens	11624	9606
P03428	Q9UJV9	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P03433	Q9UJV9	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P03496	Q9UJV9	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
YP_009227196	Q9UJV9	Zika virus	Homo sapiens	64320	9606
YP_009227197	Q9UJV9	Zika virus	Homo sapiens	64320	9606
YP_009227198	Q9UJV9	Zika virus	Homo sapiens	64320	9606
YP_009227199	Q9UJV9	Zika virus	Homo sapiens	64320	9606
YP_009227201	Q9UJV9	Zika virus	Homo sapiens	64320	9606
YP_009227203	Q9UJV9	Zika virus	Homo sapiens	64320	9606
YP_009227205	Q9UJV9	Zika virus	Homo sapiens	64320	9606
NP_803144	Q9UJX2	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
P03410	Q9UJX2	Human T-lymphotropic virus 2	Homo sapiens	11909	9606
P06821	Q9UJX2	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
P14079	Q9UJX2	Human T-cell lymphotrophic virus type 1 (Caribbean isolate)	Homo sapiens	11927	9606
P17387	Q9UJX2	Human papillomavirus type 31	Homo sapiens	10585	9606
Q2KRY7	Q9UJX2	Human adenovirus 5	Homo sapiens	28285	9606
Q98143	Q9UJX2	Human gammaherpesvirus 8	Homo sapiens	37296	9606
Q9WMX2	Q9UJX2	Hepatitis C virus (isolate Con1)	Homo sapiens	333284	9606
P06821	Q9UJX3	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Homo sapiens	211044	9606
Q20MH8	Q9UJX3	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
YP_009227201	Q9UJX3	Zika virus	Homo sapiens	64320	9606
YP_009227203	Q9UJX3	Zika virus	Homo sapiens	64320	9606
YP_009227204	Q9UJX3	Zika virus	Homo sapiens	64320	9606
P29991	Q9UJX4	Dengue virus 2 16681-PDK53	Homo sapiens	31635	9606
P88947	Q9UJX4	Human herpesvirus 8 type M	Homo sapiens	435895	9606
YP_009227202	Q9UJX4	Zika virus	Homo sapiens	64320	9606
NP_789740	Q9UJX6	Human immunodeficiency virus 1	Homo sapiens	11676	9606
P03430	Q9UJY1	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
O41957	Q9UJY4	Murid gammaherpesvirus 4	Homo sapiens	33708	9606
NP_040313	Q9UJY5	Alphapapillomavirus 7	Homo sapiens	337042	9606
NP_597740	Q9UJY5	Mupapillomavirus 1	Homo sapiens	334203	9606
P06422	Q9UJY5	Human papillomavirus type 8	Homo sapiens	10579	9606
P06423	Q9UJY5	Human papillomavirus type 33	Homo sapiens	10586	9606
P06921	Q9UJY5	Human papillomavirus 5	Homo sapiens	333923	9606
P14335	Q9UJY5	Kunjin virus (STRAIN MRM61C)	Homo sapiens	11078	9606
P36778	Q9UJY5	Human papillomavirus 3	Homo sapiens	10614	9606
P36780	Q9UJY5	Human papillomavirus 9	Homo sapiens	10621	9606
P36791	Q9UJY5	Human papillomavirus type 32	Homo sapiens	333763	9606
Q9E7P0	Q9UJY5	Dengue virus 2	Homo sapiens	11060	9606
NP_579895	Q9UJZ1	Human immunodeficiency virus 1	Homo sapiens	11676	9606
Q1K9H5	Q9UJZ1	Influenza A virus (A/Wilson-Smith/1933(H1N1))	Homo sapiens	381518	9606
Q77M19	Q9UJZ1	Measles virus strain Schwarz	Homo sapiens	132487	9606
P29996	Q9UK00	Hepatitis delta virus (ISOLATE D380)	Homo sapiens	31762	9606
F5HAM0	Q9UK22	Human herpesvirus 5 strain Merlin	Homo sapiens	295027	9606
P10193	Q9UK22	Human alphaherpesvirus 1 strain 17	Homo sapiens	10299	9606
